zHD MU_SH0ES
6.107099999999999751e-01 4.266859999999999786e+01
6.112699999999999800e-01 4.290489999999999782e+01
6.117700000000000360e-01 4.270100000000000051e+01
6.157700000000000395e-01 4.270850000000000080e+01
6.187500000000000222e-01 4.271640000000000015e+01
6.194100000000000161e-01 4.269480000000000075e+01
6.198299999999999921e-01 4.275569999999999737e+01
6.207000000000000295e-01 4.269879999999999853e+01
6.218299999999999939e-01 4.258939999999999770e+01
6.252499999999999725e-01 4.265769999999999840e+01
6.272499999999999742e-01 4.258500000000000085e+01
6.307700000000000529e-01 4.266320000000000334e+01
6.318300000000000027e-01 4.231110000000000326e+01
6.322499999999999787e-01 4.284929999999999950e+01
6.339900000000000535e-01 4.259720000000000084e+01
6.377699999999999481e-01 4.252980000000000160e+01
6.379399999999999515e-01 4.286370000000000147e+01
6.382400000000000295e-01 4.265939999999999799e+01
6.387300000000000200e-01 4.278040000000000020e+01
6.393400000000000194e-01 4.278999999999999915e+01
6.418500000000000316e-01 4.284759999999999991e+01
6.431099999999999595e-01 4.236090000000000089e+01
6.437100000000000044e-01 4.279919999999999902e+01
6.437100000000000044e-01 4.280340000000000344e+01
6.477000000000000535e-01 4.281900000000000261e+01
6.485199999999999854e-01 4.303970000000000340e+01
6.487000000000000544e-01 4.273349999999999937e+01
6.496199999999999752e-01 4.278050000000000352e+01
6.621299999999999963e-01 4.297930000000000206e+01
6.646999999999999575e-01 4.286979999999999791e+01
6.707199999999999829e-01 4.306770000000000209e+01
6.777300000000000546e-01 4.322509999999999764e+01
6.818999999999999506e-01 4.283760000000000190e+01
6.837199999999999944e-01 4.317159999999999798e+01
6.851899999999999658e-01 4.301659999999999684e+01
6.887199999999999989e-01 4.281369999999999720e+01
6.893500000000000183e-01 4.285349999999999682e+01
6.893599999999999728e-01 4.304440000000000310e+01
6.907200000000000006e-01 4.291429999999999723e+01
6.931800000000000184e-01 4.291620000000000346e+01
6.971800000000000219e-01 4.296920000000000073e+01
6.981800000000000228e-01 4.296710000000000207e+01
6.991800000000000237e-01 4.294019999999999726e+01
6.991800000000000237e-01 4.306909999999999883e+01
6.993200000000000527e-01 4.311070000000000135e+01
6.999199999999999866e-01 4.311469999999999914e+01
7.006999999999999895e-01 4.291700000000000159e+01
7.011699999999999600e-01 4.309680000000000177e+01
7.019199999999999884e-01 4.289620000000000033e+01
7.019199999999999884e-01 4.304330000000000211e+01
7.157099999999999573e-01 4.299439999999999884e+01
7.187400000000000455e-01 4.287389999999999901e+01
7.196799999999999864e-01 4.316380000000000194e+01
7.196900000000000519e-01 4.296999999999999886e+01
7.201499999999999568e-01 4.316120000000000090e+01
7.207400000000000473e-01 4.304590000000000316e+01
7.267400000000000526e-01 4.308109999999999928e+01
7.277400000000000535e-01 4.300800000000000267e+01
7.286599999999999744e-01 4.300500000000000256e+01
7.301400000000000112e-01 4.291859999999999786e+01
7.316099999999999826e-01 4.317990000000000350e+01
7.336799999999999988e-01 4.298449999999999704e+01
7.339499999999999913e-01 4.321999999999999886e+01
7.349499999999999922e-01 4.325370000000000203e+01
7.356800000000000006e-01 4.318070000000000164e+01
7.359599999999999476e-01 4.316749999999999687e+01
7.367500000000000160e-01 4.299199999999999733e+01
7.419599999999999529e-01 4.348129999999999740e+01
7.427599999999999758e-01 4.308250000000000313e+01
7.457300000000000040e-01 4.316749999999999687e+01
7.460700000000000109e-01 4.298169999999999646e+01
7.491100000000000536e-01 4.293959999999999866e+01
7.492999999999999661e-01 4.317719999999999914e+01
7.507399999999999629e-01 4.290120000000000289e+01
7.589900000000000535e-01 4.324689999999999657e+01
7.607599999999999918e-01 4.306669999999999732e+01
7.610999999999999988e-01 4.317669999999999675e+01
7.616500000000000492e-01 4.313100000000000023e+01
7.656600000000000072e-01 4.323689999999999856e+01
7.666600000000000081e-01 4.342240000000000322e+01
7.667399999999999771e-01 4.336229999999999762e+01
7.670900000000000496e-01 4.355870000000000175e+01
7.686500000000000554e-01 4.329290000000000305e+01
7.693200000000000038e-01 4.321679999999999922e+01
7.730900000000000549e-01 4.335679999999999978e+01
7.792900000000000382e-01 4.303949999999999676e+01
7.880700000000000482e-01 4.330420000000000158e+01
7.890700000000000491e-01 4.338369999999999749e+01
7.892799999999999816e-01 4.319950000000000045e+01
7.966199999999999948e-01 4.290259999999999962e+01
7.986299999999999510e-01 4.343379999999999797e+01
8.398099999999999454e-01 4.335999999999999943e+01
8.398099999999999454e-01 4.320120000000000005e+01
8.548200000000000243e-01 4.361679999999999779e+01
9.358499999999999597e-01 4.353309999999999746e+01
9.742300000000000404e-01 4.411110000000000042e+01
1.012420000000000098e+00 4.411769999999999925e+01
1.019879999999999898e+00 4.427570000000000050e+01
1.020880000000000010e+00 4.397059999999999746e+01
1.027889999999999970e+00 4.453640000000000043e+01
1.048170000000000046e+00 4.442289999999999850e+01
1.120919999999999916e+00 4.444050000000000011e+01
1.232250000000000068e+00 4.432070000000000221e+01
1.235970000000000013e+00 4.490500000000000114e+01
1.299109999999999987e+00 4.486410000000000053e+01
1.304100000000000037e+00 4.472059999999999746e+01
1.306110000000000104e+00 4.501970000000000027e+01
1.313169999999999948e+00 4.478670000000000329e+01
1.329099999999999948e+00 4.487449999999999761e+01
1.341010000000000035e+00 4.475410000000000110e+01
1.351359999999999895e+00 4.454919999999999902e+01
1.356079999999999952e+00 4.480939999999999657e+01
1.391029999999999989e+00 4.479440000000000310e+01
1.416330000000000089e+00 4.445790000000000219e+01
1.542899999999999938e+00 4.509020000000000294e+01
1.549009999999999998e+00 4.529299999999999926e+01
1.615050000000000097e+00 4.515950000000000131e+01
1.697060000000000013e+00 4.528629999999999711e+01
1.801190000000000069e+00 4.548649999999999949e+01
1.911650000000000071e+00 4.542329999999999757e+01
2.261369999999999880e+00 4.618280000000000030e+01
